post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,
1579174612785,0,,off,,start_experiment,1579174614501,Thu Jan 16 2020 11:36:54 GMT+0000 (Greenwich Mean Time)
