post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,
1578850547119,0,,off,,start_experiment,1578850548813,Sun Jan 12 2020 17:35:48 GMT+0000 (Greenwich Mean Time)
