post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,
1579173879891,0,,off,,start_experiment,1579173881466,Thu Jan 16 2020 11:24:41 GMT+0000 (Greenwich Mean Time)
