post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,
1578850521155,0,,off,,start_experiment,1578850522758,Sun Jan 12 2020 17:35:22 GMT+0000 (Greenwich Mean Time)
