post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,cue,answer,,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,,,,
1579186116282,0,,off,,start_experiment,O|U|R|P|G,GROUP,,1579186117713,Thu Jan 16 2020 14:48:37 GMT+0000 (Greenwich Mean Time)
