post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,cue,answer,,post_0_trial_end_ms,post_0_trial_end_date,Response,max time,shuffle 1,repeat
,,,,,,,,,,,,,,
1579190554267,0,,off,,start_experiment,O|U|R|P|G,GROUP,,1579190555617,Thu Jan 16 2020 16:02:35 GMT+0000 (Greenwich Mean Time),,,,
1579190555624,2,,,This is the start of a new experiment.,anagram,E|C|R|K|W,WRECK,,1579190563209,Thu Jan 16 2020 16:02:43 GMT+0000 (Greenwich Mean Time),WRECK,user,off,
