post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,cue,answer,,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,,,,
1579190650328,0,,off,,start_experiment,O|U|R|P|G,GROUP,,1579190651739,Thu Jan 16 2020 16:04:11 GMT+0000 (Greenwich Mean Time)
