post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,cue,answer,,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,,,,
1579190407499,0,,off,,start_experiment,O|U|R|P|G,GROUP,,1579190408953,Thu Jan 16 2020 16:00:08 GMT+0000 (Greenwich Mean Time)
