post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,cue,answer,starting_time_limit,,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,,,,,
1579193768950,0,,off,,start_experiment,O|U|R|P|G,GROUP,10000,,1579193798774,Thu Jan 16 2020 16:56:38 GMT+0000 (Greenwich Mean Time)
