post_0_trial_start_ms,item,max_time,shuffle_1,text,trial type,cue,answer,starting_time_limit,reduce_time,,post_0_trial_end_ms,post_0_trial_end_date
,,,,,,,,,,,,
1579196617203,0,,off,,start_experiment,O|U|R|P|G,GROUP,10000,500,,1579196618954,Thu Jan 16 2020 17:43:38 GMT+0000 (Greenwich Mean Time)
